SN,Suburb,Category,Business Name,Address,Postcode,Latitude,Longitude,Short Description,Contact Phone,Contact Email,Website,Rating,Reviews
283,"Sunshine West, VIC",Electronics,RS Compoments,"668 Somerville Rd, Sunshine West VIC 3020",3026,-37.80501,144.8166,"550,000 Products - Electronic, Electrical & Industrial",1300 656 636,RSOnline.AU@rs-components.com,http://www.rsaustralia.com,0.0,0
284,"Sunshine West, VIC",Electronics,RS Components,"668 Somerville Rd, Sunshine West VIC 3020",3026,-37.80501,144.8166,,1300 656 636,RSOnline.AU@rs-components.com,http://www.rsaustralia.com,0.0,0
285,"Sunshine West, VIC",Electronics,RS Components Pty Limited,"668 Somerville Rd, Sunshine West VIC 3020",3026,-37.80501,144.8166,,1300 656 636,,,0.0,0
286,"Sunshine West, VIC",Electronics,Sniper Investments Pty Ltd,"59 Strezlecki Ave, Sunshine West VIC 3020",3026,-37.80906,144.82323,Surface Mount Technology and Through Hole Manufacturing,(03) 9311 9009,sales@sniperinvestments.com.au,http://www.sniperinvestments.com.au,0.0,0
287,"Truganina, VIC",Electronics,Sun Electronics,"45 Brigalow Drv, Truganina VIC 3029",3029,-37.838009,144.715144,,(03) 8368 2668,,,0.0,0
288,"Werribee, VIC",Electronics,Jaycar Electronics,"Cnr Synnot & Wedge Sts, Werribee VIC 3030",3029,-37.904253,144.658526,,(03) 9741 8951,,http://www.jaycar.com.au,0.0,0
289,"Sunshine West, VIC",Electronics,RS Compoments,"668 Somerville Rd, Sunshine West VIC 3020",3029,-37.80501,144.8166,"550,000 Products - Electronic, Electrical & Industrial",1300 656 636,RSOnline.AU@rs-components.com,http://www.rsaustralia.com,0.0,0
290,"Altona, VIC",Electronics,Dick Smith Electronics,"Shop L32, Altona Gate S/C, 124 Millers Rd, Altona VIC 3018",3029,-37.856484,144.844033,,(03) 9314 6611,,http://www.dicksmith.com.au,3.0,1
291,"Sunshine West, VIC",Electronics,RS Components,"668 Somerville Rd, Sunshine West VIC 3020",3029,-37.80501,144.8166,,1300 366 189,RSOnline.AU@rs-components.com,http://www.rsaustralia.com,0.0,0
292,"Tullamarine, VIC",Electronics,Global Cold Chain Solutions,"20 Lilee Crs, Tullamarine VIC 3043",3029,-37.705123,144.848809,,(03) 9330 3603,info@globalcoldchain.com,http://www.globalcoldchain.com,0.0,0
293,"Sunshine, VIC",Electronics,Jaycar Electronics,"204 McIntyre Rd, Sunshine VIC 3020",3029,-37.755828,144.832666,,(03) 9310 8066,,http://www.jaycar.com.au,0.0,0
294,"Sunshine, VIC",Electronics,Dick Smith Electronics,"Shop 14A, Sunshine Mkt Place, 80 Harvester Rd, Sunshine VIC 3020",3029,-37.781749,144.830818,,(03) 9312 4946,,http://www.dicksmith.com.au,0.0,0
295,"Maribyrnong, VIC",Electronics,Dick Smith Electronics,"Shop 3050, Level 3, High Point West Shopping Cntr, Maribyrnong VIC 3032",3029,-37.7733,144.888735,,(03) 9318 6300,,http://www.dicksmith.com.au,0.0,0
296,"Ascot Vale, VIC",Electronics,Aashapuri Electronics,"325 Maribyrnong Rd, Ascot Vale VIC 3032",3029,-37.770355,144.902165,,(03) 9078 7259,,,0.0,0
297,"Melton, VIC",Electronics,Melton Electronics  Communication,"39 Bakery Sq, Melton VIC 3337",3029,-37.684301,144.584281,,(03) 9743 1233,,,0.0,0
298,"Sunshine West, VIC",Electronics,RS Components Pty Limited,"668 Somerville Rd, Sunshine West VIC 3020",3029,-37.80501,144.8166,,1300 656 636,,,0.0,0
299,"Ascot Vale, VIC",Electronics,Data Instrumentation Pty Ltd,"119 Union Rd, Ascot Vale VIC 3032",3029,-37.77546,144.91526,,(03) 9375 7422,,,0.0,0
300,"Keilor East, VIC",Electronics,LDR Electronics,"61 Wyong St, Keilor East VIC 3033",3029,-37.7324,144.86599,,(03) 9336 3803,,,0.0,0
301,"Williamstown, VIC",Electronics,Pacific Test Equipment Pty Ltd,"16 Dickson Crt, Williamstown VIC 3016",3029,-37.85845,144.88004,,(03) 9397 0453,,,0.0,0
302,"West Melbourne, VIC",Electronics,Radio Parts Group,"562 Spencer St, West Melbourne VIC 3003",3029,-37.80695,144.94763,Over 70 Years Experience With 6000+ Products.,(03) 9328 1806,sales@radioparts.com.au,http://www.radioparts.com.au,0.0,0
303,"Coburg, VIC",Electronics,Jaycar Electronics,"266 Sydney Rd, Coburg VIC 3058",3029,-37.74814,144.96579,,(03) 9384 1811,,http://www.jaycar.com.au,3.0,1
304,"Melbourne, VIC",Electronics,Jaycar Electronics,"45 A'Beckett St, Melbourne VIC 3000",3029,-37.80903,144.9623,,(03) 9663 2030,,http://www.jaycar.com.au,3.5,2
305,"Melbourne, VIC",Electronics,Dick Smith Electronics,"Shop 20, Midtown Plaza 246 Bourke St, Melbourne VIC 3000",3029,-37.8134,144.96608,,(03) 9639 0396,,http://www.dicksmith.com.au,2.5,2
306,"Hawthorn, VIC",Electronics,Vaisala Pty Ltd,"3 Guest St, Hawthorn VIC 3122",3029,-37.82298,145.03298,,(03) 9815 6700,,http://www.vaisala.com,0.0,0
307,"Brighton, VIC",Electronics,Dick Smith Electronics,"Cnr Hawthorn Rd & Nepean Hwy, Brighton VIC 3186",3029,-37.914425,145.016575,,(03) 9592 2366,,http://www.dicksmith.com.au,0.0,0
308,"Richmond, VIC",Electronics,Dick Smith Electronics,"Shop MM2, Victoria Gardens S/C, Cnr Victoria & Burnley Sts, Richmond VIC 3121",3029,-37.811337,145.00975,,(03) 9429 0355,,http://www.dicksmith.com.au,0.0,0
309,"Preston, VIC",Electronics,ABC All Small Electronic Parts,"172 High St, Preston VIC 3072",3029,-37.74582,145.00304,,(03) 9484 0191,,,0.0,0
310,"South Yarra, VIC",Electronics,Probe Electronics,South Yarra VIC 3141,3029,-37.840259,144.991384,,(03) 9568 6955,,,0.0,0
311,"Kew, VIC",Electronics,Blip IT Pty Ltd,"9 Hutchinson Drv, Kew VIC 3101",3029,-37.79377,145.02428,,,,,0.0,0
312,"Melbourne*, VIC",Electronics,Jnb Communications Electronics,"Suite 1138, Melbourne* VIC 3004",3029,-37.835964,144.973845,,(03) 9867 1548,,,0.0,0
313,"Prahran, VIC",Electronics,The Samant Group,"PO Box 2302, Prahran VIC 3181",3029,-37.852695,144.999599,,(03) 9029 6361,,,0.0,0
314,"Campbellfield, VIC",Electronics,Australian Interconnection Technology Pty Ltd,"11 A Capital Link Drv, Campbellfield VIC 3061",3029,-37.65705,144.96334,,(03) 9357 7766,,,0.0,0
315,"Essendon, VIC",Electronics,Litton Precision Products International Inc,"Suite 7, 902-912 Mount Alexander Rd, Essendon VIC 3040",3029,-37.75584,144.91868,,(03) 9375 3838,,,0.0,0
316,"Broadmeadows, VIC",Electronics,Tunjay Electronics,"2/22 Dargie Crt, Broadmeadows VIC 3047",3029,-37.67268,144.93075,,(03) 9309 7933,,,0.0,0
317,"Preston, VIC",Electronics,ABC Preston Electronics,"172- 174 High St, Preston VIC 3072",3029,-37.74582,145.00304,,(03) 9484 0191,,,0.0,0
318,"Hawthorn, VIC",Electronics,Manuco Electronics,"11 Church St, Hawthorn VIC 3122",3029,-37.81378,145.02334,,(03) 9852 7922,,,0.0,0
319,"Prahran, VIC",Electronics,Dick Smith,"219 Commercial Rd, Prahran VIC 3181",3029,-37.846854,144.994086,,(03) 9824 0932,,,0.0,0
320,"Clayton, VIC",Electronics,QualiEco Circuits Pty Ltd,"U 5/ 3 Whitburn St, Clayton VIC 3168",3029,-37.915663,145.122612,,1300 289 722,pcb@qualiecocircuits.com.au,http://www.qualiecocircuits.com.au,0.0,0
321,"Clayton, VIC",Electronics,QualiEco Circuits Pty Ltd,"U 5/ 3 Whitburn St, Clayton VIC 3168",3029,-37.915663,145.122612,,,pcb@qualiecocircuits.com.au,http://www.qualiecocircuits.com.au,0.0,0
322,"Werribee, VIC",Motor Accessories,Mos Mobiles,"Kiosk 011 Cnr Derrimut & Heaths Rd, Werribee VIC 3030",3030,-37.87,144.65,,0387424988,werribeeplaza@mosmobiles.com.au,http://www.vodafone.com.au/,0.0,0
323,"Werribee, VIC",Motor Accessories,Marlows Auto Parts  Accessories,"215 Derrimut Rd, Werribee Plaza Shpng Cntr, Werribee VIC 3030",3030,-37.875204,144.683113,,(03) 9748 0055,,,0.0,0
324,"Werribee, VIC",Motor Accessories,Motor Components,"7 Lock Ave, Werribee VIC 3030",3030,-37.91109,144.66299,,1800 880 077,,,0.0,0
325,"Hoppers Crossing, VIC",Motor Accessories,Autobarn Hoppers Crossing,"Unit 1, 194- 210 Old Geelong Rd, Hoppers Crossing VIC 3029",3030,-37.87649,144.71726,Autobarn-The Automotive Superstore. Home Of Australia's Biggest Brands,(03) 9748 8477,sales@hopperscrossing.autobarn.com.au,http://www.autobarn.com.au,0.0,0
326,"Ravenhall, VIC",Motor Accessories,True Flow Exhaust,"Factory 2/ 25 Westwood Drv, Ravenhall VIC 3023",3030,-37.768029,144.753064,,(03) 8358 5511,trueflowexhaust@bigpond.com,http://www.trueflowexhausts.com.au,0.0,0
327,"Deer Park, VIC",Motor Accessories,Corpstar,"Kiosk 10 Cnr Neale Rd & Station Rd, Deer Park VIC 3023",3030,-37.76,144.77,,0393630166,brimbank@corpstar.com.au,http://www.vodafone.com.au/,0.0,0
328,"Sunshine West, VIC",Motor Accessories,Motor Cars International,"41 Enterprise Way, Sunshine West VIC 3020",3030,-37.814061,144.82394,,(03) 9314 1500,,http://www.mci-online.com.au,0.0,0
329,"Laverton North, VIC",Motor Accessories,Radiant Exhausts Pty Ltd,"41 Little Boundary Rd, Laverton North VIC 3026",3030,-37.81741,144.81702,,(03) 9689 4360,,http://www.radiantexhausts.com.au,0.0,0
330,"Deer Park, VIC",Motor Accessories,Independent Car Parts,"Fcty 4, 1021 - 1027 Western Hwy, Deer Park VIC 3023",3030,-37.76212,144.75173,,(03) 9361 2004,,,0.0,0
331,"Brooklyn, VIC",Motor Accessories,Allsafe Ladders PL,"720 Geelong Rd, Brooklyn VIC 3012",3030,-37.82085,144.83107,,(03) 9314 3871,,,0.0,0
332,"Caroline Springs, VIC",Motor Accessories,SS Body Styling,Caroline Springs VIC 3023,3030,-37.737294,144.739454,,,,,0.0,0
333,"Altona, VIC",Motor Accessories,K Mart Auto,"Altona Gate Shopping Centre, Altona VIC 3018",3030,-37.859,144.850084,,(03) 9314 2333,,,0.0,0
334,"Laverton North, VIC",Motor Accessories,HyWay Truck Accessories,"89- 103 Boundary Rd, Laverton North VIC 3026",3030,-37.81549,144.799,,(03) 9369 9905,,,0.0,0
335,"Deer Park, VIC",Motor Accessories,Mega Tech Digital,"Brimbank Central S/C Kiosk, Deer Park VIC 3023",3030,-37.767228,144.765666,,,,,0.0,0
336,"Hoppers Crossing, VIC",Motor Accessories,Hogans Axle Correction Pty Ltd,"244 Old Geelong Rd, Hoppers Crossing VIC 3029",3030,-37.874745,144.720415,,(03) 9748 5533,,,0.0,0
337,"Hoppers Crossing, VIC",Motor Accessories,Repco,"174- 182 Old Geelong Rd, Hoppers Crossing VIC 3029",3030,-37.87708,144.71542,,(03) 9749 5350,,,0.0,0
338,"Hoppers Crossing, VIC",Motor Accessories,K Mart Auto,"Werribee Plaza Regional Shopping Centre, Hoppers Crossing VIC 3029",3030,-37.875799,144.679049,,(03) 9749 2300,,,0.0,0
339,"Hoppers Crossing, VIC",Motor Accessories,Autopro,"7 Old Geelong Rd, Hoppers Crossing VIC 3029",3030,-37.88307,144.69958,,(03) 9749 5413,,,0.0,0
340,"Melton, VIC",Motor Accessories,Auto One Melton,"2/ 93 High St, Melton VIC 3337",3030,-37.690366,144.602482,"""Right Gear! Right Advice!"", Auto One is the Right Choice for You!",(03) 9743 3355,info@autoone.com.au,http://www.autoone.com.au,0.0,0
341,"Footscray, VIC",Motor Accessories,Custom Sunroofs Aust Pty Ltd,"110 Mitchell St, Footscray VIC 3011",3030,-37.781658,144.874193,"Sunroofs Are Our Specialty, Come and See Our Show Room!",(03) 9318 4978,info@customsunroofs.com.au,http://customsunroofs.com.au/,0.0,0
342,"Camberwell, VIC",Motor Accessories,Roof Carrier Systems,"469, Burke Road (Cnr Toorak Road),, Camberwell VIC 3124",3030,-37.84543,145.0537,"Roof racks, bike carriers, luggage boxes, snow chains. New and used.",(03) 9822 9539,info@roofcarriersystems.com.au,http://www.roofcarriersystems.com.au,0.0,0
343,"Braybrook, VIC",Motor Accessories,KAM Autoparts,"234 Ballarat Rd, Braybrook VIC 3019",3030,-37.77996,144.86372,"Service Parts, Car Care & Accessories.",(03) 9317 5324,kamautoparts@optusnet.com.au,http://www.kamautoparts.com.au/,0.0,0
344,"Moorabbin, VIC",Motor Accessories,Roof Rack Superstore,"6/ 265- 269 Wickham Rd, Moorabbin VIC 3189",3030,-37.946345,145.055357,"Huge Range & Showroom, Roof Racks, Roof Boxes/ Pods & Accessories",(03) 9532 3624,,http://www.roofracksuperstore.com,5.0,1
345,"Port Melbourne, VIC",Motor Accessories,Roof Rack City,"49 Fennell St, Port Melbourne VIC 3207",3030,-37.827373,144.938713,For All Your Towing Needs - All Vehicle Accessories,1300 133 353,sales@allvehicleaccessories.com.au,http://www.allvehicleaccessories.com.au,0.0,0
346,"Campbellfield, VIC",Motor Accessories,Car  Bra Australia,Campbellfield VIC 3061,3030,-37.667601,144.960389,The Original Car-Bra. Australian Made.,1800 422 727,sales@carbra.com.au,http://www.carbra.com.au,1.0,1
347,"Abbotsford, VIC",Motor Accessories,Ilana Accessories Aust Pty Ltd,"20 Hoddle St, Abbotsford VIC 3067",3030,-37.80851,144.99198,Quality Motor Accessories,1800 335 605,michael@ilanas.com.au,http://www.ilanas.com.au,0.0,0
348,"Oakleigh, VIC",Motor Accessories,VIP Car Seat Covers,"174b Warrigal Rd, Oakleigh VIC 3166",3030,-37.90848,145.08558,Widest Range Of Motor Accessories,(03) 9579 3484,,,0.0,0
349,"Drysdale, VIC",Motor Accessories,Autopro Drysdale Parts Professionals,"2/ 31 Murradoc Rd, Drysdale VIC 3222",3030,-38.17285,144.57406,With Over 40 Years Experience In The Industry,(03) 5253 2811,autoprodrysdale@aanet.com.au,,0.0,0
350,"Melton, VIC",Motor Accessories,True Flow Exhaust,"86 High St, Melton VIC 3337",3030,-37.688438,144.602248,,(03) 9743 5160,trueflowexhaust@bigpond.com,http://www.trueflowexhausts.com.au,0.0,0
351,"Drysdale, VIC",Motor Accessories,Autopro Drysdale Parts Professionals,"2 / 31 Murradoc Rd, Drysdale VIC 3222",3030,-38.17285,144.57406,,(03) 5253 2811,autoprodrysdale@aanet.com.au,,0.0,0
352,"Ocean Grove, VIC",Motor Accessories,Parts 4 Automotive,"2/ 18 Sinclair St, Ocean Grove VIC 3226",3030,-38.25099,144.53867,Performance & Custom Equipment.,(03) 5255 3483,autoog@bigpond.com,,0.0,0
353,"Laverton North, VIC",Motor Accessories,Radiant Exhausts Pty Ltd,"41 Little Boundary Rd, Laverton North VIC 3026",3026,-37.81741,144.81702,,(03) 9689 4360,,http://www.radiantexhausts.com.au,0.0,0
354,"Laverton North, VIC",Motor Accessories,HyWay Truck Accessories,"89- 103 Boundary Rd, Laverton North VIC 3026",3026,-37.81549,144.799,,(03) 9369 9905,,,0.0,0
355,"Sunshine West, VIC",Motor Accessories,Motor Cars International,"41 Enterprise Way, Sunshine West VIC 3020",3026,-37.814061,144.82394,,(03) 9314 1500,,http://www.mci-online.com.au,0.0,0
356,"Brooklyn, VIC",Motor Accessories,Allsafe Ladders PL,"720 Geelong Rd, Brooklyn VIC 3012",3026,-37.82085,144.83107,,(03) 9314 3871,,,0.0,0
357,"Braybrook, VIC",Motor Accessories,KAM Autoparts,"234 Ballarat Rd, Braybrook VIC 3019",3026,-37.77996,144.86372,"Service Parts, Car Care & Accessories.",(03) 9317 5324,kamautoparts@optusnet.com.au,http://www.kamautoparts.com.au/,0.0,0
358,"Altona, VIC",Motor Accessories,Autobarn Altona,"1/ 174 Millers Rd, Altona VIC 3018",3026,-37.83257,144.84744,Autobarn-The Automotive Superstore. Home Of Australia's Biggest Brands,(03) 9314 2571,sales@altona.autobarn.com.au,http://www.autobarn.com.au,4.0,2
359,"Ravenhall, VIC",Motor Accessories,True Flow Exhaust,"Factory 2/ 25 Westwood Drv, Ravenhall VIC 3023",3026,-37.768029,144.753064,,(03) 8358 5511,trueflowexhaust@bigpond.com,http://www.trueflowexhausts.com.au,0.0,0
360,"Deer Park, VIC",Motor Accessories,Corpstar,"Kiosk 10 Cnr Neale Rd & Station Rd, Deer Park VIC 3023",3026,-37.76,144.77,,0393630166,brimbank@corpstar.com.au,http://www.vodafone.com.au/,0.0,0
361,"Tottenham, VIC",Motor Accessories,Don Kyatt Spare Parts,"245 Sunshine Rd, Tottenham VIC 3012",3026,-37.797255,144.845853,,(03) 9325 9700,,http://www.donkyatt.com.au,0.0,0
362,"Sunshine, VIC",Motor Accessories,HP Heaven,Sunshine VIC 3020,3026,-37.788946,144.835364,,(03) 9312 4555,,http://www.hpheaven.com.au,0.0,0
363,"Ardeer, VIC",Motor Accessories,American Performance Imports,"Fcty 1/ 36 Reid St, Ardeer VIC 3022",3026,-37.76947,144.80525,,(03) 9360 5685,,,0.0,0
364,"Deer Park, VIC",Motor Accessories,Autopro,"Cnr. Station Rd & Neale St, Deer Park VIC 3023",3026,-37.752521,144.77768,,(03) 9361 1999,,,0.0,0
365,"Deer Park, VIC",Motor Accessories,Independent Car Parts,"Fcty 4, 1021 - 1027 Western Hwy, Deer Park VIC 3023",3026,-37.76212,144.75173,,(03) 9361 2004,,,0.0,0
366,"Braybrook, VIC",Motor Accessories,Western Auto Raceway Pty Ltd,"234 Ballarat Rd, Braybrook VIC 3019",3026,-37.779962,144.863692,,(03) 9317 0055,,,0.0,0
367,"Ardeer, VIC",Motor Accessories,American Performance Imports,"1/ 36 Reid St, Ardeer VIC 3022",3026,-37.76947,144.80525,,(03) 9363 1127,,,0.0,0
368,"Altona, VIC",Motor Accessories,K Mart Auto,"Altona Gate Shopping Centre, Altona VIC 3018",3026,-37.859,144.850084,,(03) 9314 2333,,,0.0,0
369,"Deer Park, VIC",Motor Accessories,Autopro,"Brimbank Central Shopping Centre Cnr Neale & Station Rds, Deer Park VIC 3023",3026,-37.752521,144.77768,,(03) 9361 1999,,,0.0,0
370,"Deer Park, VIC",Motor Accessories,Mega Tech Digital,"Brimbank Central S/C Kiosk, Deer Park VIC 3023",3026,-37.767228,144.765666,,,,,0.0,0
371,"Hoppers Crossing, VIC",Motor Accessories,Hogans Axle Correction Pty Ltd,"244 Old Geelong Rd, Hoppers Crossing VIC 3029",3026,-37.874745,144.720415,,(03) 9748 5533,,,0.0,0
372,"Hoppers Crossing, VIC",Motor Accessories,Repco,"174- 182 Old Geelong Rd, Hoppers Crossing VIC 3029",3026,-37.87708,144.71542,,(03) 9749 5350,,,0.0,0
373,"Brooklyn, VIC",Motor Accessories,Templewood Pty Ltd,"554 Geelong Rd, Brooklyn VIC 3025",3026,-37.81467,144.85339,,(03) 9314 8888,,,0.0,0
374,"Footscray West, VIC",Motor Accessories,Western Auto Accessories,"470 Geelong Rd, Footscray West VIC 3012",3026,-37.812442,144.862932,,(03) 9315 4055,,,0.0,0
375,"Sunshine, VIC",Motor Accessories,Professional Performance,"493 Ballarat Rd, Sunshine VIC 3020",3026,-37.77793,144.83248,,(03) 9312 3055,,,0.0,0
376,"Sunshine, VIC",Motor Accessories,Repco,"447 Ballarat Rd, Sunshine VIC 3020",3026,-37.77836,144.838,,(03) 9312 5584,,,0.0,0
377,"Ardeer, VIC",Motor Accessories,Borgys Motor Spares,"Factory 5 / 36 Reid St, Ardeer VIC 3022",3026,-37.76947,144.80525,,(03) 9363 8855,,,0.0,0
378,"West Footscray, VIC",Motor Accessories,Summa Auto Parts Pty Ltd,"1/ 19-23 Paramount Rd, West Footscray VIC 3012",3026,-37.806378,144.862873,,(03) 9315 2212,,,0.0,0
379,"Sunshine, VIC",Motor Accessories,Un Mobiles Sunshine,"278 Hampshire Rd, Sunshine VIC 3020",3026,-37.78,144.83,,0393102711,,,0.0,0
380,"Maidstone, VIC",Motor Accessories,Aus Used Mobile Phone Store,"15 Albert Facey St, Maidstone VIC 3012",3026,-37.79,144.87,,0406222632,,,0.0,0
381,"Footscray, VIC",Motor Accessories,Custom Sunroofs Aust Pty Ltd,"110 Mitchell St, Footscray VIC 3011",3026,-37.781658,144.874193,"Sunroofs Are Our Specialty, Come and See Our Show Room!",(03) 9318 4978,info@customsunroofs.com.au,http://customsunroofs.com.au/,0.0,0
382,"Port Melbourne, VIC",Motor Accessories,Roof Rack City,"49 Fennell St, Port Melbourne VIC 3207",3026,-37.827373,144.938713,For All Your Towing Needs - All Vehicle Accessories,1300 133 353,sales@allvehicleaccessories.com.au,http://www.allvehicleaccessories.com.au,0.0,0
383,"Yarraville, VIC",Motor Accessories,Roof Rack Superstore,"2/ 280 Whitehall St, Yarraville VIC 3013",3026,-37.81918,144.89857,"Huge Range & Showroom, Roof Racks, Roof Boxes/ Pods & Accessories",(03) 9687 0877,,http://www.roofracksuperstore.com,0.0,0
384,"Maribyrnong, VIC",Motor Accessories,J2K,"Kiosk 7327 120-200 Rosamand Rd, Maribyrnong VIC 3032",3026,-37.77,144.88,,0393187788,maribtynong@j2k.com.au,http://www.vodafone.com.au/,0.0,0
385,"Werribee, VIC",Motor Accessories,Mos Mobiles,"Kiosk 011 Cnr Derrimut & Heaths Rd, Werribee VIC 3030",3026,-37.87,144.65,,0387424988,werribeeplaza@mosmobiles.com.au,http://www.vodafone.com.au/,0.0,0
386,"Hoppers Crossing, VIC",Motor Accessories,Autobarn Hoppers Crossing,"Unit 1, 194- 210 Old Geelong Rd, Hoppers Crossing VIC 3029",3029,-37.87649,144.71726,Autobarn-The Automotive Superstore. Home Of Australia's Biggest Brands,(03) 9748 8477,sales@hopperscrossing.autobarn.com.au,http://www.autobarn.com.au,0.0,0
387,"Hoppers Crossing, VIC",Motor Accessories,Hogans Axle Correction Pty Ltd,"244 Old Geelong Rd, Hoppers Crossing VIC 3029",3029,-37.874745,144.720415,,(03) 9748 5533,,,0.0,0
388,"Hoppers Crossing, VIC",Motor Accessories,Repco,"174- 182 Old Geelong Rd, Hoppers Crossing VIC 3029",3029,-37.87708,144.71542,,(03) 9749 5350,,,0.0,0
389,"Hoppers Crossing, VIC",Motor Accessories,K Mart Auto,"Werribee Plaza Regional Shopping Centre, Hoppers Crossing VIC 3029",3029,-37.875799,144.679049,,(03) 9749 2300,,,0.0,0
390,"Hoppers Crossing, VIC",Motor Accessories,Autopro,"7 Old Geelong Rd, Hoppers Crossing VIC 3029",3029,-37.88307,144.69958,,(03) 9749 5413,,,0.0,0
391,"Ravenhall, VIC",Motor Accessories,True Flow Exhaust,"Factory 2/ 25 Westwood Drv, Ravenhall VIC 3023",3029,-37.768029,144.753064,,(03) 8358 5511,trueflowexhaust@bigpond.com,http://www.trueflowexhausts.com.au,0.0,0
392,"Werribee, VIC",Motor Accessories,Mos Mobiles,"Kiosk 011 Cnr Derrimut & Heaths Rd, Werribee VIC 3030",3029,-37.87,144.65,,0387424988,werribeeplaza@mosmobiles.com.au,http://www.vodafone.com.au/,0.0,0
393,"Deer Park, VIC",Motor Accessories,Corpstar,"Kiosk 10 Cnr Neale Rd & Station Rd, Deer Park VIC 3023",3029,-37.76,144.77,,0393630166,brimbank@corpstar.com.au,http://www.vodafone.com.au/,0.0,0
394,"Werribee, VIC",Motor Accessories,Marlows Auto Parts  Accessories,"215 Derrimut Rd, Werribee Plaza Shpng Cntr, Werribee VIC 3030",3029,-37.875204,144.683113,,(03) 9748 0055,,,0.0,0
395,"Deer Park, VIC",Motor Accessories,Independent Car Parts,"Fcty 4, 1021 - 1027 Western Hwy, Deer Park VIC 3023",3029,-37.76212,144.75173,,(03) 9361 2004,,,0.0,0
396,"Werribee, VIC",Motor Accessories,Motor Components,"7 Lock Ave, Werribee VIC 3030",3029,-37.91109,144.66299,,1800 880 077,,,0.0,0
397,"Caroline Springs, VIC",Motor Accessories,SS Body Styling,Caroline Springs VIC 3023,3029,-37.737294,144.739454,,,,,0.0,0
398,"Laverton North, VIC",Motor Accessories,HyWay Truck Accessories,"89- 103 Boundary Rd, Laverton North VIC 3026",3029,-37.81549,144.799,,(03) 9369 9905,,,0.0,0
399,"Deer Park, VIC",Motor Accessories,Mega Tech Digital,"Brimbank Central S/C Kiosk, Deer Park VIC 3023",3029,-37.767228,144.765666,,,,,0.0,0
400,"Melton, VIC",Motor Accessories,Auto One Melton,"2/ 93 High St, Melton VIC 3337",3029,-37.690366,144.602482,"""Right Gear! Right Advice!"", Auto One is the Right Choice for You!",(03) 9743 3355,info@autoone.com.au,http://www.autoone.com.au,0.0,0
401,"Footscray, VIC",Motor Accessories,Custom Sunroofs Aust Pty Ltd,"110 Mitchell St, Footscray VIC 3011",3029,-37.781658,144.874193,"Sunroofs Are Our Specialty, Come and See Our Show Room!",(03) 9318 4978,info@customsunroofs.com.au,http://customsunroofs.com.au/,0.0,0
402,"Braybrook, VIC",Motor Accessories,KAM Autoparts,"234 Ballarat Rd, Braybrook VIC 3019",3029,-37.77996,144.86372,"Service Parts, Car Care & Accessories.",(03) 9317 5324,kamautoparts@optusnet.com.au,http://www.kamautoparts.com.au/,0.0,0
403,"Yarraville, VIC",Motor Accessories,Roof Rack Superstore,"2/ 280 Whitehall St, Yarraville VIC 3013",3029,-37.81918,144.89857,"Huge Range & Showroom, Roof Racks, Roof Boxes/ Pods & Accessories",(03) 9687 0877,,http://www.roofracksuperstore.com,0.0,0
404,"Melton, VIC",Motor Accessories,True Flow Exhaust,"86 High St, Melton VIC 3337",3029,-37.688438,144.602248,,(03) 9743 5160,trueflowexhaust@bigpond.com,http://www.trueflowexhausts.com.au,0.0,0
405,"Niddrie, VIC",Motor Accessories,Auto One North Essendon,"384 Keilor Rd, Niddrie VIC 3042",3029,-37.73547,144.8885,,(03) 9379 1615,lucaneao@bigpond.com,http://www.autoone.com.au,0.0,0
406,"Maribyrnong, VIC",Motor Accessories,J2K,"Kiosk 7327 120-200 Rosamand Rd, Maribyrnong VIC 3032",3029,-37.77,144.88,,0393187788,maribtynong@j2k.com.au,http://www.vodafone.com.au/,0.0,0
407,"Melton, VIC",Motor Accessories,Auto One Melton,"2/ 93 High St, Melton VIC 3337",3029,-37.69037,144.60246,,(03) 9743 3355,info@autoone.com.au,http://www.autoone.com.au,0.0,0
408,"St Albans, VIC",Motor Accessories,Mos Mobiles,"1 Alfrieda St, St Albans VIC 3021",3029,-37.74,144.8,,0393109959,stalbans@mosmobiles.com.au,http://www.vodafone.com.au/,0.0,0
409,"Taylors Hill, VIC",Motor Accessories,the ibreakers,Taylors Hill VIC 3037,3029,-37.716936,144.753926,,0413238316,theibreakers@gmail.com,http://www.theibreakers.webs.com,0.0,0
410,"St Albans, VIC",Motor Accessories,St Albans Exhaust Centre,"200 Williams St, St Albans VIC 3021",3029,-37.73506,144.79815,Professionals You Can Trust,(03) 9366 6871,,,0.0,0
411,"Tottenham, VIC",Motor Accessories,Don Kyatt Spare Parts,"245 Sunshine Rd, Tottenham VIC 3012",3029,-37.797255,144.845853,,(03) 9325 9700,,http://www.donkyatt.com.au,0.0,0
412,"Sunshine, VIC",Motor Accessories,HP Heaven,Sunshine VIC 3020,3029,-37.788946,144.835364,,(03) 9312 4555,,http://www.hpheaven.com.au,0.0,0
413,"Maidstone, VIC",Motor Accessories,Child Restraints FittedMobile,"7/ 61 Wattle Rd, Maidstone VIC 3012",3029,-37.77796,144.8792,,(03) 9317 3050,,http://www.childrestraints.com.au,0.0,0
414,"Sunshine West, VIC",Motor Accessories,Motor Cars International,"41 Enterprise Way, Sunshine West VIC 3020",3029,-37.814061,144.82394,,(03) 9314 1500,,http://www.mci-online.com.au,0.0,0
