SN,Suburb,Category,Business Name,Address,Latitude,Longitude,Short Description,Contact Phone,Contact Email,Website,Rating,Reviews
282,"Sellicks Hill, SA",restaurants,RockyRidge Vineyard,"468 Plains Rd, Sellicks Hill SA 5174",-35.31083,138.486318,,,,http://www.rockyridgevineyard.com.au,0,0
283,"Kilkenny, SA",restaurants,Nardone Baker Wines Pty Ltd,"10 Gray St, Kilkenny SA 5009",-34.87425,138.552648,,,,http://www.nardonebaker.com,0,0
284,"Tanunda, SA",restaurants,Glaetzer Wines,"Gomersal Rd, Tanunda SA 5352",-34.536412,138.935289,,,,http://www.glaetzer.com,0,0
285,"Springton, SA",restaurants,Grand Cru Wood Oven Restaurant,"R.dewells Rd, Springton SA 5235",-34.7105,139.0937,,,,http://www.peterseppeltwines.com.au,0,0
286,"Blakeview, SA",restaurants,Fasta Pasta,"88 Main Tce, Blakeview SA 5114",-34.680026,138.704381,,,,http://www.fastapasta.com.au,0,0
287,"Murray Bridge, SA",restaurants,Fasta Pasta,"23 South Tce, Murray Bridge SA 5253",-35.119084,139.27795,,,,http://www.fastapasta.com.au,0,0
288,"Dudley Park, SA",restaurants,Coonalpyn Olives,"7 Cord St, Dudley Park SA 5008",-34.881293,138.578699,,,,http://www.coonalpynolives.com.au,0,0
289,"Fulham, SA",restaurants,Lockleys Hotel,"493 Henley Beach Rd, Fulham SA 5024",-34.92677,138.51892,,,,,5,1
290,"Hindmarsh, SA",restaurants,Enzos Ristorante,"46 Port Rd, Hindmarsh SA 5007",-34.90327,138.56792,,,,,4.5,5
291,"Magill, SA",restaurants,Sorelle Restaurant,"613 Magill Rd, Magill SA 5072",-34.912775,138.675449,,,,,4,4
292,"Hahndorf, SA",restaurants,Mustard Seed Restaurant,"17 Main St, Hahndorf SA 5245",-35.032567,138.811793,,,,,5,4
293,"Torrensville, SA",restaurants,Silk  Spice Thai Restaurant,"211 Henley Beach Rd, Torrensville SA 5031",-34.92464,138.55774,,,,,4,4
294,"Bedford Park, SA",restaurants,Yum Sing Express Bedford Park,"1379 South Rd, Bedford Park SA 5042",-35.01528,138.57084,,,,,3.5,2
295,"Adelaide, SA",restaurants,Culshaws Restaurant,"55 Frome St, Adelaide SA 5000",-34.92307,138.607969,,,,,4.5,3
296,"Adelaide, SA",restaurants,House Of Chow Restaurant,"82 Hutt St, Adelaide SA 5000",-34.92835,138.6124,,,,,3,5
297,"Glenelg, SA",restaurants,Lungomare Caffe,"1 Colley Tce, Glenelg SA 5045",-34.980112,138.512729,,,,,0,0
298,"Surrey Downs, SA",restaurants,Golden Grove Tavern,"Cnr Golden Grove & Grenfell Rds,, Surrey Downs SA 5126",-34.806255,138.700444,,,,,3.5,3
299,"Keith, SA",restaurants,Keith Hotel Motel,"2 Makin St, Keith SA 5267",-36.09899,140.35307,,,,,1,1
300,"Penola, SA",restaurants,Penola Station Restaurant,"48 Church St, Penola SA 5277",-37.378584,140.836638,,,,,4,1
301,"Adelaide, SA",restaurants,Adelaide Casino,"North Tce, Adelaide SA 5000",-34.92117,138.596357,,,,,3.4,12
302,"Hazelwood Park, SA",restaurants,Samui Thai,"548 Greenhill Rd, Hazelwood Park SA 5066",-34.93856,138.6598,,,mintland@hotmail.com,,3.5,2
303,"Plympton, SA",restaurants,MITRAN DA DHABA,"287 Anzac Hwy, Plympton SA 5038",-34.96,138.55,,,mitrandadhaba@gmail.com,,5,1
304,"Campbelltown, SA",restaurants,Wood Oven Gourmet Pizza,"Shop 6 36 Hambledon Rd, Campbelltown SA 5074",-34.87,138.66,,,woodovengourmetpizza@hotmail.com,,5,2
305,"Adelaide, SA",restaurants,Rigonis Bistro,"27 Leigh St, Adelaide SA 5000",-34.92398,138.59763,,,,,4.5,10
306,"Adelaide, SA",restaurants,Colonel Light Hotel,"141 Currie St, Adelaide SA 5000",-34.92502,138.59267,,,colonellighthotel@bigpond.com,,2.5,2
307,"Mt Gambier, SA",restaurants,Jens Town Hall Hotel,"40 Commercial St East, Mt Gambier SA 5290",-37.827394,140.779114,,,jenshotel@rollisongroup.com.au,,3,1
308,"Murray Bridge, SA",restaurants,Murray Bridge Hotel,"20 Sixth St, Murray Bridge SA 5253",-35.118,139.27568,,,mbhotel@lm.net.aumbhotel@lm.net.au,,3.5,2
309,"Adelaide, SA",restaurants,Ga Bin Restaurant,"144 Grote St, Adelaide SA 5000",-34.92873,138.593573,,,power910@hotmail.com,,4,4
310,"Norwood, SA",restaurants,Grace The Establishment,"127 The Parade, Norwood SA 5067",-34.920929,138.63363,,,vicky@trimhospitalitygroup.com.au,,3.5,9
311,"Stepney, SA",restaurants,Sagarmatha Nepali Restaurant,"62- 64 Payneham Rd, Stepney SA 5069",-34.91198,138.62618,,,,,3.5,5
312,"Newton, SA",restaurants,Rezz,"20 Hamilton Tce, Newton SA 5074",-34.87632,138.69056,,,,,4,4
313,"Norwood, SA",restaurants,Fortuna Court Chinese Restaurant,"217 The Parade St, Norwood SA 5067",-34.9207,138.63905,,,,,3.5,7
314,"Norwood, SA",restaurants,Manto Cafe,"194 The Pde, Norwood SA 5067",-34.9214,138.63638,,,,,3,3
315,"Mt Gambier, SA",restaurants,Banana Tree Cafe  Terrace,"53 Gray St, Mt Gambier SA 5290",-37.830588,140.785475,,,,,0,0
316,"North Adelaide, SA",restaurants,Himalayan Kitchen,"73 Melbourne St, North Adelaide SA 5006",-34.90606,138.60865,,,,,4.5,3
317,"Linden Park, SA",restaurants,East Asian Bistro,"cnr Greenhill Rd & Devereux Rd, Linden Park SA 5065",-34.93914,138.65113,,,,,0,0
318,"Parafield Gardens, SA",restaurants,Parafield Gardens Community Club Inc,"65 Shepherdson Rd, Parafield Gardens SA 5107",-34.78312,138.6116,,,,,0,0
319,"Port Pirie, SA",restaurants,Travelway Motel  Licensed Restaurant,"149 Gertrude St, Port Pirie SA 5540",-33.181027,138.009036,,,,,0,0
320,"Port Lincoln, SA",restaurants,Ming Inn Chinese Restaurant,"3 King St, Port Lincoln SA 5606",-34.72192,135.86351,,,,,0,0
321,"Virginia, SA",restaurants,Donchos Cafe Restaurant,"Gawler Rd, Virginia SA 5120",-34.665866,138.560627,,,,,0,0
322,"Ridgehaven, SA",restaurants,Simply Thai,"1019 North East Rd, Ridgehaven SA 5097",-34.82731,138.69596,,,,,3.5,2
323,"Ingle Farm, SA",restaurants,Cafe Numero Uno,"Cnr Walkleys & Montague Rds, Ingle Farm SA 5098",-34.827362,138.646467,,,,,0,0
324,"West Lakes Shore, SA",restaurants,Golden Lakes Chinese Family Restaurant,"Shop 8 Cnr Bartley&Fairford Tce, West Lakes Shore SA 5020",-34.86298459,138.4866656,,,,,3,1
325,"St Morris, SA",restaurants,Platia The Restaurant,"419 Magill Rd, St Morris SA 5068",-34.91373,138.65457,,,,,4,3
326,"Adelaide, SA",restaurants,Thea Tea Shop,"110-112 Gawler Pl, Adelaide SA 5000",-34.9255,138.60207,,,,,4,8
327,"North Adelaide, SA",restaurants,Red Ochre Grill,"War Memorial Drv, North Adelaide SA 5006",-34.911132,138.60649,,,,,4.5,4
328,"Adelaide, SA",restaurants,Corner Bistrot The,"7/13 Leigh St, Adelaide SA 5000",-34.92353,138.59759,,,,,3.5,4
329,"Moonta Bay, SA",restaurants,Moonta Bay Patio Motel  Restaurant The,"196 Bay Rd, Moonta Bay SA 5558",-34.05465,137.56352,,,,,5,1
330,"Modbury, SA",restaurants,Caffe Buongiorno Tea Tree Plus,"Shop 18/ 1020 North East Rd, Modbury SA 5092",-34.829674,138.693025,,,,,3,6
331,"Adelaide, SA",restaurants,Rundle Spices Noodle Bar  Restaurant,"278a Rundle St, Adelaide SA 5000",-34.92229,138.60978,,,,,3,6
332,"Strathalbyn, SA",restaurants,Victoria Hotel,"16 Albyn Tce, Strathalbyn SA 5255",-35.25952,138.89117,,,,,0,0
333,"McLaren Vale, SA",restaurants,Redgum Restaurant,"220 Main Rd, McLaren Vale SA 5171",-35.21253,138.53486,,,,,2,1
334,"Adelaide, SA",restaurants,Jahz Restaurant,"10 Vaughan Pl, Adelaide SA 5000",-34.922016,138.609132,,,,,2,1
335,"Whyalla, SA",restaurants,Sundowner Motel Hotel,"Lincoln Hwy, Whyalla SA 5600",-33.08339649,137.3778644,,,,,0,0
336,"Port Augusta, SA",restaurants,Barnacle Bill Family Seafood Restaurant,"60 Victoria Pde, Port Augusta SA 5700",-32.50065,137.77877,,,,,0,0
337,"Adelaide, SA",restaurants,Andres Cucina  Polenta Bar,"94 Frome St, Adelaide SA 5000",-34.924368,138.608053,,,,,4,13
338,"Woodville, SA",restaurants,Enjoy Inn,"61 Woodville Rd, Woodville SA 5011",-34.8785,138.53694,,,,,0,0
339,"Adelaide, SA",restaurants,Thai In A Wok,"33 Hindmarsh Sq, Adelaide SA 5000",-34.92441,138.605002,,,,,3,1
340,"Rostrevor, SA",restaurants,Genghis Khan Mongolian BBQ Restaurant,"264 Montacute Rd, Rostrevor SA 5073",-34.888207,138.688266,,,,,4,3
341,"Sturt, SA",restaurants,Fresh Choice Restaurant,"373 Diagonal Rd, Sturt SA 5047",-35.022977,138.550655,,,,,4,1
342,"Adelaide, SA",restaurants,Pondok Bali Restaurant,"310 Pulteney St, Adelaide SA 5000",-34.93086,138.606197,,,,,4,5
343,"Surrey Downs, SA",restaurants,Golden Grove Tavern,"Golden Grove Rd, Surrey Downs SA 5126",-34.80604,138.701127,,,,,3.5,3
344,"Adelaide, SA",restaurants,Pauls Seafood On Gouger,"79 Gouger St, Adelaide SA 5000",-34.9303,138.59634,,,,,4,5
345,"Blair Athol, SA",restaurants,Pizza Patrol,"488 Main North Rd, Blair Athol SA 5084",-34.8528,138.60013,,,,,3.5,2
346,"Adelaide, SA",restaurants,Benjamin On Franklin Hotel,"233 Franklin St, Adelaide SA 5000",-34.92792,138.59039,,,,,4,14
347,"Reynella, SA",restaurants,Yum Sing Restaurant,"159 Old South Rd, Reynella SA 5161",-35.0938,138.53888,,,,,3.5,2
348,"Glenelg, SA",restaurants,Indochine Noodle Bar  Restaurant,"108 Jetty Rd, Glenelg SA 5045",-34.98053,138.51621,,,,,2.5,5
349,"Collinswood, SA",restaurants,Hampstead Hotel,"143 North East Rd, Collinswood SA 5081",-34.88427,138.61956,,,,,3,4
350,"Port Pirie, SA",restaurants,Port Pirie Chinese Restaurant,"34 Main Rd, Port Pirie SA 5540",-33.18324,138.01678,,,,,0,0
351,"Port Pirie, SA",restaurants,Toledo Three Plenties Palace Chinese Restaurant,"48 Florence St, Port Pirie SA 5540",-33.17619,138.00792,,,,,0,0
352,"Normanville, SA",restaurants,Min Palace Chinese  Thai Restaurant,"Normanville Plaza, Shop 6, Andrew Ave, Normanville SA 5204",-35.44683706,138.3184942,,,,,0,0
353,"Whyalla Norrie, SA",restaurants,Lam Inn Chinese Restaurant,"167 Jenkins Ave, Whyalla Norrie SA 5608",-33.01557,137.53492,,,,,0,0
354,"Glenelg, SA",restaurants,Yakumi Contemporary Japanese Cuisine,"109a Jetty Rd, Glenelg SA 5045",-34.97988,138.51858,,,,,4.5,2
355,"North Adelaide, SA",restaurants,British Hotel,"58 Finniss St, North Adelaide SA 5006",-34.909762,138.604839,,,,,4,5
356,"Adelaide, SA",restaurants,OSushi OBento,"61 Grote St, Adelaide SA 5000",-34.929617,138.59655,,,,,4,2
357,"Adelaide, SA",restaurants,Miss Mai Vietnamese Eatery,"9a James Pl, Adelaide SA 5000",-34.92,138.6,,,,,4,8
358,"Adelaide, SA",restaurants,Nanyang Cafe,"Rundle Mall, Adelaide SA 5000",-34.92,138.6,,,,,4,5
359,"Adelaide, SA",restaurants,Press Food  Wine,"40 Waymouth St, Adelaide SA 5000",-34.925481,138.598019,,,,,4.5,15
360,"Brooklyn Park, SA",restaurants,Viet Thai Restaurant,"427 Henley Beach Rd, Brooklyn Park SA 5032",-34.927608,138.535222,,,,,3.5,3
361,"Taperoo, SA",restaurants,Chickaroo Chickens,"429 Victoria Rd, Taperoo SA 5017",-34.806449,138.500912,,,,,5,1
362,"Adelaide, SA",restaurants,Gauchos,"91 Gouger St, Adelaide SA 5000",-34.9306,138.59587,,,,,4.5,17
363,"Semaphore, SA",restaurants,Charmers Cupcakery  Teahouse,"67 Semaphore Rd, Semaphore SA 5019",-34.838497,138.485051,,,,,4,10
364,"Darlington, SA",restaurants,Flagstaff Hotel,"1497 South Rd, Darlington SA 5047",-35.027059,138.558887,,,,,2.5,4
365,"St Clair, SA",restaurants,Dhana Latchmi Gourmet Indian Cuisine,"Shop 2/ 40 Cheltenham Pde, St Clair SA 5011",-34.869705,138.529776,,,,,4,1
366,"Oaklands Park, SA",restaurants,Elly Cafe,"297 Diagonal Rd, Oaklands Park SA 5046",-35.015947,138.546143,,,,,2,1
367,"Regency Park, SA",restaurants,Sunnybrae Function Centre,"1 Naweena Rd, Regency Park SA 5942",-34.863229,138.574269,,,,,3.5,2
368,"Glenelg, SA",restaurants,Hogs Breath Cafe,"32 Jetty Rd, Glenelg SA 5045",-34.980227,138.515604,,,,,4,4
369,"Frewville, SA",restaurants,Singapore House,"203 Glen Osmond Rd, Frewville SA 5063",-34.947958,138.628576,,,,,3.5,7
370,"Adelaide, SA",restaurants,Ajisen Ramen,"Shp35 101 Rundle Mall, Adelaide SA 5000",-34.923148,138.603486,,,,,3.5,2
371,"Port Adelaide, SA",restaurants,Argo Hellenic Cafe Restaurant,"45 Commercial Rd, Port Adelaide SA 5015",-34.84373,138.505474,,,,,4.5,3
372,"Adelaide, SA",restaurants,Essential Cafe,"26 Flinders St, Adelaide SA 5000",-34.926646,138.601568,,,,,3,1
373,"Prospect, SA",restaurants,Cafe Komodo,"118 Prospect Rd, Prospect SA 5082",-34.886946,138.593658,,,,,4.5,8
374,"Adelaide, SA",restaurants,Sushi In The City,"100 Gawler Pl, Adelaide SA 5000",-34.925011,138.602234,,,,,4,6
375,"Unley, SA",restaurants,Vino Ristorante,"46 Unley Rd, Unley SA 5061",-34.943515,138.606499,,,,,4.5,3
376,"Adelaide, SA",restaurants,Cafe Michael,"204 Rundle St, Adelaide SA 5000",-34.92236,138.60721,,,,,3.5,5
377,"Belair, SA",restaurants,Windy Point Restaurants,"Windy Point Lookout, Belair Rd, Belair SA 5052",-35.000094,138.606879,,,,,4.6,7
378,"Hallett Cove, SA",restaurants,Cafe Rimini Cove,"Shp 8/ 246 Lonsdale Hwy, Hallett Cove SA 5158",-35.077844,138.516555,,,,,4.2,5
379,"Ceduna, SA",restaurants,Mozies Truckstop  Diner,"57 McKenzie St, Ceduna SA 5690",-32.12115,133.68726,,,,,4,1
380,"Glenelg, SA",restaurants,Korean BBQ,"111 Jetty Rd, Glenelg SA 5045",-34.97988,138.5187,,,,,4,1
381,"Mawson Lakes, SA",restaurants,Indochina Thai Restaurant,"Mawson Lakes Blv, Mawson Lakes SA 5095",-34.814866,138.620023,,,,,4,4
382,"Adelaide, SA",restaurants,Sugar Cane Vietnamese Restaurant,"408 King William St, Adelaide SA 5000",-34.93458,138.60078,,,,,3,3
383,"Adelaide, SA",restaurants,International Food Plaza,"Moonta St, Adelaide SA 5000",-34.929536,138.595855,,,,,3.5,3
384,"Adelaide, SA",restaurants,Joy Discovery Cafe,"13 Bent St, Adelaide SA 5000",-34.92316,138.60755,,,,,3,6
385,"Frewville, SA",restaurants,Fishermans Basket,"179 Glen Osmond Rd, Frewville SA 5063",-34.94726,138.62708,,,,,2.5,4
386,"Adelaide, SA",restaurants,Mesa Lunga,"140 Gouger St, Adelaide SA 5000",-34.930413,138.59417,,,,,3.5,12
387,"Adelaide, SA",restaurants,Mandoo,"Shp3/ 26 Bank St, Adelaide SA 5000",-34.922525,138.597743,,,,,4.5,8
388,"Adelaide, SA",restaurants,Sugar Cane Vietnamese Restaurant,"408 King William Rd, Adelaide SA 5000",-34.93458,138.60078,,,,,3,3
389,"Hahndorf, SA",restaurants,Bistro 25,"25 Main St, Hahndorf SA 5245",-35.032536,138.8117,,,,,4,3
390,"Adelaide, SA",restaurants,Woks HappNing,"174a Hutt St, Adelaide SA 5000",-34.93135,138.61266,,,,,4.5,3
391,"Adelaide, SA",restaurants,Alphutte Restaurant Pty Ltd,"242 Pulteney St, Adelaide SA 5000",-34.92855,138.60631,,,,,4.1,7
392,"Glenelg, SA",restaurants,Simply Sushi,"108 Jetty Rd, Glenelg SA 5045",-34.98053,138.51621,,,,,4.5,10
393,"Norwood, SA",restaurants,European Cafe,"219 The Parade St, Norwood SA 5067",-34.92064,138.63922,,,,,3.5,7
394,"Adelaide, SA",restaurants,Enoteca,"262 Carrington St, Adelaide SA 5000",-34.93059,138.61016,,,,,4.5,3
395,"Malvern, SA",restaurants,Paparazzi,"291 Unley Rd, Malvern SA 5061",-34.95929,138.60859,,,,,3.5,6
396,"Adelaide, SA",restaurants,Eros Kafe,"275 Rundle St, Adelaide SA 5000",-34.92246,138.60976,,,,,3.5,6
397,"Hahndorf, SA",restaurants,German Arms Hotel,"69 Main St, Hahndorf SA 5245",-35.028197,138.808599,,,,,3.5,8
398,"Brighton, SA",restaurants,Fasta Pasta,"430 Brighton Rd, Brighton SA 5048",-35.01624,138.52324,,,,,4,2
399,"West Lakes, SA",restaurants,Golden West Lakes Chinese Restaurant,"Shp 69/ 155 Brebner Drv, West Lakes SA 5021",-34.876803,138.490643,,,,,3,1
400,"Adelaide, SA",restaurants,Culshaws Grill,"Ground Floor, Majestic Roof Garden Hotel, 55 Frome St,, Adelaide SA 5000",-34.92307,138.607969,,,,,4.5,3
401,"Kilburn, SA",restaurants,Ghan Kebab House The,"366 Propsect Rd, Kilburn SA 5084",-34.862056,138.587151,,,,,4,2
402,"Mt Gambier, SA",restaurants,South Eastern Hotel,"235 Commercial St East, Mt Gambier SA 5290",-37.833533,140.799336,,,,,0,0
403,"Semaphore, SA",restaurants,Journey To Everest,"61 Semaphore Rd, Semaphore SA 5019",-34.838609,138.484557,,,,,4,1
404,"Adelaide, SA",restaurants,Yiannis On Hindley,"270 Hindley St, Adelaide SA 5000",-34.923194,138.589396,,,,,3.5,4
405,"Maylands, SA",restaurants,Maylands Hotel,"67 Phillis St, Maylands SA 5069",-34.91025,138.63753,,,,,3,5
406,"Henley Beach, SA",restaurants,Bacchus Wine Bar,"Henley Square 253 The Esp, Henley Beach SA 5022",-34.91721,138.492981,,,,,4,8
407,"Plympton, SA",restaurants,Barnacle Bill,"304 Anzac Hwy, Plympton SA 5038",-34.96546,138.55332,,,,,3.5,2
408,"Adelaide, SA",restaurants,Hogs Breath Cafe,"127 Gouger St, Adelaide SA 5000",-34.93066,138.59463,,,,,3.5,7
409,"McLaren Vale, SA",restaurants,Barn The,"Main Rd, McLaren Vale SA 5171",-35.244094,138.552136,,,,,4.5,2
410,"Holden Hill, SA",restaurants,Hogs Breath Cafe,"550 Main North East Rd, Holden Hill SA 5088",-34.85629,138.65745,,,,,3,4
411,"Glenelg, SA",restaurants,The Strand,"108 Jetty Rd, Glenelg SA 5045",-34.98053,138.51621,,,,,4,8
412,"Adelaide, SA",restaurants,The Bean Bar,"1/ 117 King William St, Adelaide SA 5000",-34.92558,138.59935,,,,,4,1
413,"Adelaide, SA",restaurants,Vego  LoveN It,"240 Rundle St, Adelaide SA 5000",-34.92231,138.60851,,,,,4.5,12
414,"Adelaide, SA",restaurants,Brunswick The,"207 Gilbert St, Adelaide SA 5000",-34.93494,138.59244,,,,,3,3
415,"Ingle Farm, SA",restaurants,Hong Kong Palace,"259 Montague Rd, Ingle Farm SA 5098",-34.82916,138.65106,,,,,4,1
416,"Stirling, SA",restaurants,Asian Affair,"2 Druids Ave, Stirling SA 5152",-35.004814,138.715696,,,,,4,1
417,"Toorak Gardens, SA",restaurants,Grimaldis,"375 Greenhill Rd, Toorak Gardens SA 5065",-34.93884,138.64153,,,,,4,6
418,"Royston Park, SA",restaurants,Jade View Inn Chinese Restaurant,"297 Payneham Rd, Royston Park SA 5070",-34.90055,138.63505,,,,,3,1
419,"Regency Park, SA",restaurants,Graduates Restaurant,"Days Rd, Regency Park SA 5010",-34.867525,138.565714,,,,,4,1
420,"Hyde Park, SA",restaurants,Lars,"116a King William Rd, Hyde Park SA 5061",-34.95299,138.5996,,,,,2.5,3
421,"Adelaide, SA",restaurants,The Corner Bistrot,"7/13 Leigh St, Adelaide SA 5000",-34.92353,138.59759,,,,,3.5,4
422,"Glenelg, SA",restaurants,Lims Chinese Restaurant,"3 Partridge St, Glenelg SA 5045",-34.98061,138.5175,,,,,3.7,7
423,"Goodwood, SA",restaurants,Cafe Luna Rosso,"128 King William Rd, Goodwood SA 5034",-34.95336,138.59998,,,,,4,3
424,"Adelaide, SA",restaurants,Cafe Quisine,"U1/ 465 Pulteney St, Adelaide SA 5000",-34.9349,138.606458,,,,,3,1
425,"Hallett Cove, SA",restaurants,Vietnam Bay Restaurant,"Shp T3a/ 6 Ramrod Ave, Hallett Cove SA 5158",-35.07789,138.516741,,,,,4,1
426,"Kurralta Park, SA",restaurants,Goodine Bistro,"520 South Rd, Kurralta Park SA 5037",-34.9492,138.571586,,,,,4,1
427,"Aberfoyle Park, SA",restaurants,Hub Fine Foods,"Shp5/ Hub Drv, Aberfoyle Park SA 5159",-35.07592891,138.5954406,,,,,4,2
428,"Belair, SA",restaurants,Belair Bhavan Tandoori Indian Restaurant,"2 Main Rd, Belair SA 5052",-34.99813,138.622231,,,,,4,2
429,"Adelaide, SA",restaurants,PAULS SEAFOOD ON GOUGER,"79 Gouger St, Adelaide SA 5000",-34.930527,138.596376,,,,,4,5
430,"Kensington, SA",restaurants,The Rising Sun Inn,"60 Bridge St, Kensington SA 5068",-34.92501,138.64483,,,,,4.5,3
431,"Adelaide, SA",restaurants,Malacca Corner Restaurant,"Victoria Square Shopping Centre Shop 9/ Gouger St, Adelaide SA 5000",-34.93044783,138.5935313,,,,,3,2
432,"Adelaide, SA",restaurants,Pranzo,"46 Exchange Pl, Adelaide SA 5000",-34.925323,138.60051,,,,,4,6
433,"Everard Park, SA",restaurants,KFC Restaurants,"16 Anzac Hwy, Everard Park SA 5035",-34.94985,138.57689,,,,,4.5,2
434,"Firle, SA",restaurants,Fire  Stone PizzaTeca,"Shp2/ 139 Glynburn Rd, Firle SA 5070",-34.90149,138.65697,,,,,4,5
435,"Holden Hill, SA",restaurants,Belmondo Ristorante,"Shop 7 Forum Village 1048 Grand Junction Rd, Holden Hill SA 5088",-34.84472,138.68045,,,,,4,1
436,"Adelaide, SA",restaurants,Auge,"22 Grote St, Adelaide SA 5001",-34.92844,138.59822,,,,,4.5,3
437,"Adelaide, SA",restaurants,Concubine,"132 Gouger St, Adelaide SA 5000",-34.93041,138.59428,,,,,4.5,10
438,"Gilberton, SA",restaurants,Buckingham Arms Hotel,"1 Walkerville Tce, Gilberton SA 5081",-34.9012,138.60953,,,,,3,6
439,"Smithfield, SA",restaurants,House Of The Red Dragon Restaurant,"Munno Para Shopping Centre 11 George McCullum Rd, Smithfield SA 5114",-34.68826,138.68837,,,,,4,1
440,"Adelaide, SA",restaurants,The Greek On Halifax,"75 - 79 Halifax St, Adelaide SA 5000",-34.93305,138.60319,,,,,4,10
441,"Norwood, SA",restaurants,Cafe Bravo,"140 The Parade, Norwood SA 5067",-34.92158,138.63409,,,,,3,13
442,"Adelaide, SA",restaurants,Fresh Beef Noodle Soup,"3 California St, Adelaide SA 5000",-34.93019,138.596498,,,,,4,2
443,"Brighton, SA",restaurants,Brighton Jetty Cafe,"85 Jetty Rd, Brighton SA 5048",-35.017427,138.514625,,,,,3,4
444,"Kent Town, SA",restaurants,Tin Cat,"107 Rundle St, Kent Town SA 5067",-34.91877,138.62106,,,,,4.5,6
445,"Marananga, SA",restaurants,Appellation Restaurant,"Seppeltsfield Rd, Marananga SA 5355",-34.48452019,138.9391822,,,,,4,4
446,"Adelaide, SA",restaurants,Eros Ouzeri,"277 Rundle St, Adelaide SA 5000",-34.92246,138.60976,,,,,3.1,7
447,"Adelaide, SA",restaurants,Cafe Kowloon,"116a Gouger St, Adelaide SA 5000",-34.93009,138.59506,,,,,3.5,10
448,"Adelaide, SA",restaurants,The Cavern Adelaide,"136 North Tce, Adelaide SA 5000",-34.92202,138.59728,,,,,3,3
449,"Adelaide, SA",restaurants,Wasai Japanese Kitchen,"Shop 1, 9-15 Field St, Adelaide SA 5000",-34.93083,138.59579,,,,,4.5,13
450,"Hyde Park, SA",restaurants,Marrakech Restaurant,"66 King William Rd, Hyde Park SA 5061",-34.95,138.59948,,,,,5,1
451,"Mt Gambier, SA",restaurants,The Barn Steakhouse,"Nelson Rd, Mt Gambier SA 5290",-37.838034,140.78891,,,,,4.5,3
452,"Keith, SA",restaurants,Henry  Rose,"15 Heritage St, Keith SA 5267",-36.09888,140.35504,,,,,4,1
453,"Adelaide, SA",restaurants,JoyDiscovery Vegetarian Cafe,"13 Bent St, Adelaide SA 5000",-34.92316,138.60755,,,,,3,6
454,"McLaren Vale, SA",restaurants,The Barn,"252 Main Rd, McLaren Vale SA 5171",-35.21051,138.53179,,,,,4.5,2
455,"Adelaide, SA",restaurants,Eros Greek Restaurant,"277 Rundle St, Adelaide SA 5000",-34.92246,138.60976,,,,,3,6
456,"Blackwood, SA",restaurants,Barnacle Bill,"Shop 3 180 Main Rd, Blackwood SA 5051",-35.01454,138.61779,,,,,3,1
457,"Norwood, SA",restaurants,Gusto Ristorante,"121 The Parade, Norwood SA 5067",-34.92085,138.63343,,,,,4,6
458,"Adelaide, SA",restaurants,Gauchos Argentinean Restaurant,"91- 93 Gouger St, Adelaide SA 5000",-34.9306,138.59587,,,,,4.5,17
459,"Millswood, SA",restaurants,Vietnam Gourmet Restaurant,"Shp1/ 167 Goodwood Rd, Millswood SA 5034",-34.95507,138.59028,,,,,3,1
460,"Parkside, SA",restaurants,Puccinis Restaurant,"309 Fullarton Rd, Parkside SA 5063",-34.950231,138.624721,,,,,5,1
461,"Woodville Gardens, SA",restaurants,Hoang Gia Restaurant,"16 Hanson Rd, Woodville Gardens SA 5012",-34.87216,138.54849,,,,,4.5,2
462,"Prospect, SA",restaurants,Rose Garden Thai Restaurant,"125 Churchill Rd, Prospect SA 5082",-34.88667,138.58532,,,,,4.5,7
463,"St Morris, SA",restaurants,Happy Corner Chinese Restaurant,"441 Magill Rd, St Morris SA 5068",-34.91359,138.65716,,,,,4,2
464,"Smithfield, SA",restaurants,House of The Red Dragon Restaurant,"11 George McCullum Rd, Smithfield SA 5114",-34.68826,138.68837,,,,,4,1
465,Restaurants,restaurants,My Yen Chinese Restaurant,"11 George McCullum Rd, Smithfield SA 5114",-34.68826,138.68837,,,,,4.5,5
466,"Port Adelaide, SA",restaurants,Spice N Ice Restaurant  Cafe,"97-103 St Vincent St, Port Adelaide SA 5015",-34.8448,138.50185,,,,,4.5,3
467,"North Adelaide, SA",restaurants,Bartons At The Caledonian Hotel,"219 O'Connell St, North Adelaide SA 5006",-34.902314,138.593995,,,,,3.5,3
468,"Adelaide, SA",restaurants,Al Amir,"217 Rundle St, Adelaide SA 5000",-34.9228,138.60777,,,,,3.5,2
469,"Adelaide, SA",restaurants,Bollywood Indian Restaurant,"17 Leigh St, Adelaide SA 5000",-34.92362,138.5976,,,,,4,2
470,"Brighton, SA",restaurants,Charlies Diner,"466 Brighton Rd, Brighton SA 5048",-35.0187,138.52346,,,,,2.5,4
471,"Magill, SA",restaurants,Zen Chinese Restaurant,"562 Magill Rd, Magill SA 5072",-34.91333,138.67548,,,,,3,2
472,"Mawson Lakes, SA",restaurants,Burger Club,"Shp 9b/ 1 Main St, Mawson Lakes SA 5095",-34.81065,138.616594,,,,,4.5,2
473,"Adelaide, SA",restaurants,Wah Hing Restaurant,"85 Gouger St, Adelaide SA 5000",-34.93058,138.59612,,,,,4.5,6
